Date,Country,City,Specie,count,min,max,median,variance
25/07/2020,GB,London,pm10,565,1,29,9,138
03/08/2020,GB,London,pm10,575,1,63,9,324.58
13/08/2020,GB,London,pm10,532,7,59,28,1022.86
24/08/2020,GB,London,pm10,553,1,45,10,299.43
17/09/2020,GB,London,pm10,652,6,51,17,466.97
26/09/2020,GB,London,pm10,610,1,51,9,223.08
12/07/2020,GB,London,pm10,590,1,40,12,342.31
06/08/2020,GB,London,pm10,525,1,65,10,759.7
11/08/2020,GB,London,pm10,516,9,79,38,1107.5
19/08/2020,GB,London,pm10,501,3,38,10,188.47
21/08/2020,GB,London,pm10,574,4,53,19,535.93
20/09/2020,GB,London,pm10,614,6,51,20,262.23
22/09/2020,GB,London,pm10,614,8,64,24,1065.44
28/09/2020,GB,London,pm10,609,4,54,13,437.42
31/07/2020,GB,London,pm10,572,4,103,26,800.98
05/08/2020,GB,London,pm10,588,3,67,10,600.88
12/08/2020,GB,London,pm10,523,20,82,42,1076.76
02/10/2020,GB,London,pm10,630,1,26,9,92.4
04/09/2020,GB,London,pm10,576,3,50,14,405.65
10/07/2020,GB,London,pm10,573,1,35,8,229.47
19/07/2020,GB,London,pm10,594,1,30,8,154.54
28/08/2020,GB,London,pm10,519,1,71,9,426.77
30/07/2020,GB,London,pm10,577,1,396,12,3122.28
30/08/2020,GB,London,pm10,500,4,29,12,149.85
07/09/2020,GB,London,pm10,598,1,51,12,451.57
21/09/2020,GB,London,pm10,613,9,58,22,680.6
14/07/2020,GB,London,pm10,597,1,30,9,168.4
17/07/2020,GB,London,pm10,601,1,61,14,525.36
27/07/2020,GB,London,pm10,563,1,30,12,205.78
23/07/2020,GB,London,pm10,581,1,67,14,628.32
10/08/2020,GB,London,pm10,543,9,65,29,779.6
15/08/2020,GB,London,pm10,547,1,43,17,596.95
12/09/2020,GB,London,pm10,621,5,56,11,302.89
15/09/2020,GB,London,pm10,633,14,99,40,957.71
04/07/2020,GB,London,pm10,615,1,31,8,145.2
07/07/2020,GB,London,pm10,598,1,62,12,431.96
18/07/2020,GB,London,pm10,617,1,58,10,405.72
19/09/2020,GB,London,pm10,639,7,142,19,511.85
29/09/2020,GB,London,pm10,594,1,53,14,396.21
25/09/2020,GB,London,pm10,611,1,46,9,212.31
05/07/2020,GB,London,pm10,609,1,114,11,955.8
08/08/2020,GB,London,pm10,570,14,81,28,574.57
27/08/2020,GB,London,pm10,517,4,45,13,373.71
16/08/2020,GB,London,pm10,526,3,66,22,1379.94
24/07/2020,GB,London,pm10,561,2,57,10,481.78
01/08/2020,GB,London,pm10,565,2,53,11,401.36
23/08/2020,GB,London,pm10,564,3,53,10,194.48
05/09/2020,GB,London,pm10,580,4,46,13,360.27
14/09/2020,GB,London,pm10,620,2,82,19,1271.58
30/06/2020,GB,London,pm10,622,2,60,10,544.24
13/07/2020,GB,London,pm10,609,3,66,11,488.27
15/07/2020,GB,London,pm10,622,1,52,9,305.72
20/08/2020,GB,London,pm10,542,2,56,18,879.96
29/08/2020,GB,London,pm10,499,2,30,9,137.35
31/08/2020,GB,London,pm10,513,2,37,10,308.6
23/09/2020,GB,London,pm10,608,1,49,12,370.59
29/06/2020,GB,London,pm10,641,5,70,12,608.14
04/08/2020,GB,London,pm10,587,4,67,13,564.07
14/08/2020,GB,London,pm10,560,4,51,15,476.86
01/10/2020,GB,London,pm10,634,2,53,10,404.1
22/07/2020,GB,London,pm10,620,1,65,14,504.1
24/09/2020,GB,London,pm10,607,1,39,9,385.11
27/09/2020,GB,London,pm10,611,3,20,10,76.86
12/07/2020,GB,London,pm25,583,3,113,38,2935.09
21/07/2020,GB,London,pm25,542,4,68,30,1303.84
27/07/2020,GB,London,pm25,589,1,68,27,1169.31
18/08/2020,GB,London,pm25,543,1,68,22,1091.51
03/10/2020,GB,London,pm25,606,1,82,30,2107.3
04/10/2020,GB,London,pm25,566,1,112,17,1251.94
14/08/2020,GB,London,pm25,577,6,76,46,2591.63
09/09/2020,GB,London,pm25,604,2,62,28,1488.55
20/09/2020,GB,London,pm25,620,17,151,39,2390.22
25/09/2020,GB,London,pm25,594,1,70,24,1335.27
02/09/2020,GB,London,pm25,545,5,87,39,1419.3
06/09/2020,GB,London,pm25,576,7,69,35,1582.16
30/06/2020,GB,London,pm25,603,1,65,21,1010.11
18/07/2020,GB,London,pm25,607,3,68,27,1119.17
25/07/2020,GB,London,pm25,549,1,58,24,1080.46
26/07/2020,GB,London,pm25,561,1,159,24,1483.3
29/07/2020,GB,London,pm25,597,2,64,29,1245.8
31/08/2020,GB,London,pm25,534,5,89,25,2686.01
08/09/2020,GB,London,pm25,617,1,70,26,1350.04
28/09/2020,GB,London,pm25,610,7,76,34,1798.14
24/09/2020,GB,London,pm25,559,1,59,21,1383.22
02/07/2020,GB,London,pm25,601,3,60,24,1256.14
17/07/2020,GB,London,pm25,576,5,70,34,1301.69
22/07/2020,GB,London,pm25,557,5,65,33,1267.14
23/08/2020,GB,London,pm25,493,3,57,24,958.39
27/08/2020,GB,London,pm25,498,8,62,29,1026.1
19/09/2020,GB,London,pm25,635,8,103,34,1800.98
16/09/2020,GB,London,pm25,653,4,153,61,5844.74
21/09/2020,GB,London,pm25,592,9,187,55,3547.8
01/07/2020,GB,London,pm25,609,3,114,21,1355.17
10/07/2020,GB,London,pm25,542,1,70,19,1221.96
06/08/2020,GB,London,pm25,524,1,81,25,1770.11
16/08/2020,GB,London,pm25,523,4,151,57,8690.78
24/08/2020,GB,London,pm25,527,3,80,25,1268.48
14/09/2020,GB,London,pm25,644,7,174,46,5053.79
19/07/2020,GB,London,pm25,596,1,100,23,1520.38
20/08/2020,GB,London,pm25,548,3,139,35,2539.09
22/08/2020,GB,London,pm25,560,5,72,28,1035.51
25/08/2020,GB,London,pm25,528,2,75,22,1936.41
26/08/2020,GB,London,pm25,496,1,61,25,1435.9
01/09/2020,GB,London,pm25,542,5,88,47,2262.35
03/07/2020,GB,London,pm25,602,5,77,26,975.68
06/07/2020,GB,London,pm25,598,6,88,28,1118.02
13/07/2020,GB,London,pm25,595,2,237,26,2071.37
16/07/2020,GB,London,pm25,581,2,63,23,1189.15
01/08/2020,GB,London,pm25,607,4,63,26,1368.33
10/08/2020,GB,London,pm25,547,12,150,62,3901.23
29/06/2020,GB,London,pm25,611,1,55,23,893.48
21/08/2020,GB,London,pm25,556,2,78,34,1379.32
02/10/2020,GB,London,pm25,618,3,824,25,11566.8
05/07/2020,GB,London,pm25,575,1,58,23,1570.73
20/07/2020,GB,London,pm25,589,3,122,25,1080.91
12/08/2020,GB,London,pm25,536,42,163,89,8675.93
13/09/2020,GB,London,pm25,624,5,65,30,1229.18
09/08/2020,GB,London,pm25,533,23,95,63,1261.31
29/08/2020,GB,London,pm25,521,5,53,24,798.58
15/09/2020,GB,London,pm25,625,40,152,82,6095.07
27/09/2020,GB,London,pm25,599,2,81,25,1077.04
04/07/2020,GB,London,pm25,583,2,89,22,1800.48
28/07/2020,GB,London,pm25,592,2,57,23,860.47
28/08/2020,GB,London,pm25,521,3,60,21,1157.55
01/10/2020,GB,London,pm25,624,1,72,25,1434.5
07/07/2020,GB,London,pm25,550,5,155,30,1395.8
09/07/2020,GB,London,pm25,513,1,80,24,1451.77
15/07/2020,GB,London,pm25,574,1,59,25,1114.62
07/09/2020,GB,London,pm25,588,4,82,37,1855.76
17/09/2020,GB,London,pm25,666,3,99,29,1960.51
22/09/2020,GB,London,pm25,589,21,107,59,2133.79
02/08/2020,GB,London,pm25,603,1,59,21,870.69
07/08/2020,GB,London,pm25,557,13,158,51,3190.58
19/08/2020,GB,London,pm25,525,1,315,25,2966.57
03/09/2020,GB,London,pm25,543,5,63,31,1593.52
14/07/2020,GB,London,pm25,574,1,159,25,1504.72
03/08/2020,GB,London,pm25,553,1,75,21,1107.55
11/08/2020,GB,London,pm25,528,30,154,79,7461.01
17/08/2020,GB,London,pm25,546,1,70,30,2114.08
04/09/2020,GB,London,pm25,566,6,66,30,1291
05/09/2020,GB,London,pm25,591,5,93,34,1677.09
10/09/2020,GB,London,pm25,603,1,72,35,1436.57
11/09/2020,GB,London,pm25,608,3,83,42,1879.39
08/07/2020,GB,London,pm25,510,3,70,24,1629.96
11/07/2020,GB,London,pm25,592,3,88,25,1689.59
23/07/2020,GB,London,pm25,581,5,65,33,1034.82
30/07/2020,GB,London,pm25,602,2,154,30,2219.75
04/08/2020,GB,London,pm25,545,3,155,28,1735.97
13/08/2020,GB,London,pm25,568,6,152,67,6355.07
23/09/2020,GB,London,pm25,614,1,93,34,2029.37
30/09/2020,GB,London,pm25,599,4,79,31,2031.44
12/09/2020,GB,London,pm25,634,5,72,30,1359.35
18/09/2020,GB,London,pm25,643,8,81,30,1788.2
24/07/2020,GB,London,pm25,579,5,72,26,1219.45
31/07/2020,GB,London,pm25,631,19,90,55,1453.92
05/08/2020,GB,London,pm25,559,1,62,21,905.75
08/08/2020,GB,London,pm25,551,19,168,63,2037.74
15/08/2020,GB,London,pm25,529,3,107,53,3963.27
30/08/2020,GB,London,pm25,515,6,99,25,1026.38
26/09/2020,GB,London,pm25,598,1,88,21,1335.42
29/09/2020,GB,London,pm25,623,1,104,45,1961.48
12/09/2020,GB,London,wind-speed,756,0.1,11.5,3.8,94.09
29/06/2020,GB,London,wind-speed,768,2,21.3,7.9,237.16
09/07/2020,GB,London,wind-speed,738,0.2,13,4,154.78
11/07/2020,GB,London,wind-speed,647,0.1,12.2,4,97.99
29/07/2020,GB,London,wind-speed,650,0.1,9.7,3,60.41
08/08/2020,GB,London,wind-speed,565,0.1,12.2,3.6,90.73
19/08/2020,GB,London,wind-speed,636,0.1,12.7,4,126.13
01/09/2020,GB,London,wind-speed,582,0.1,5.7,2,19.59
02/10/2020,GB,London,wind-speed,759,0.1,22.8,6,248.22
10/07/2020,GB,London,wind-speed,731,0.1,13,5.4,143.42
18/07/2020,GB,London,wind-speed,686,0.1,12.5,4.1,86.75
27/07/2020,GB,London,wind-speed,695,0.1,18.7,5,227.37
11/08/2020,GB,London,wind-speed,556,0.1,7.6,1.8,31.84
04/09/2020,GB,London,wind-speed,656,0.1,6,3.3,23.48
09/09/2020,GB,London,wind-speed,747,0.2,9.1,4.1,68.78
11/09/2020,GB,London,wind-speed,550,0.1,13.6,3.5,109.86
05/07/2020,GB,London,wind-speed,744,1.8,21.7,8.4,327.08
25/08/2020,GB,London,wind-speed,694,0.4,25.2,8.4,474.16
26/08/2020,GB,London,wind-speed,661,0.2,22.5,7,239.32
03/10/2020,GB,London,wind-speed,684,0.1,14.1,3.6,121.4
02/07/2020,GB,London,wind-speed,686,0.1,12.7,4.1,114.46
30/07/2020,GB,London,wind-speed,608,0.1,8.7,2.5,55
03/08/2020,GB,London,wind-speed,708,0.1,10,3.5,73.54
10/08/2020,GB,London,wind-speed,588,0.1,12,3.3,77.56
04/10/2020,GB,London,wind-speed,753,0.5,18.3,4.3,248.15
14/07/2020,GB,London,wind-speed,631,0.1,10,4.1,73.36
21/07/2020,GB,London,wind-speed,623,0.1,8,3.5,48.35
07/08/2020,GB,London,wind-speed,446,0.1,14.5,1.5,91.52
16/08/2020,GB,London,wind-speed,568,0.1,8.2,1.7,31.92
24/08/2020,GB,London,wind-speed,701,0.2,10,4.1,69.54
19/09/2020,GB,London,wind-speed,758,0.1,16.3,6,132.1
16/07/2020,GB,London,wind-speed,698,0.1,10.7,4.6,103.82
17/07/2020,GB,London,wind-speed,609,0.1,13.7,3.3,107.32
23/07/2020,GB,London,wind-speed,649,0.1,15,4.2,142.54
09/08/2020,GB,London,wind-speed,742,0.1,11.2,3.6,79.66
31/08/2020,GB,London,wind-speed,598,0.1,4.8,2,15.34
15/09/2020,GB,London,wind-speed,631,0.1,9.6,2.2,36.91
16/09/2020,GB,London,wind-speed,699,0.2,14.3,5,109.13
20/07/2020,GB,London,wind-speed,689,0.1,9.5,3.3,62.61
02/08/2020,GB,London,wind-speed,737,0.1,14,3,143.04
27/08/2020,GB,London,wind-speed,574,0.1,10.2,4,73.78
30/08/2020,GB,London,wind-speed,744,0.1,15.7,4.6,139.16
08/09/2020,GB,London,wind-speed,752,0.1,9.1,3.3,66.11
13/09/2020,GB,London,wind-speed,660,0.1,10.8,3.1,97.67
29/09/2020,GB,London,wind-speed,533,0.1,10.6,3,59.71
06/07/2020,GB,London,wind-speed,731,0.4,15.7,6.4,154.86
25/07/2020,GB,London,wind-speed,717,0.2,16.5,4.3,181.66
21/08/2020,GB,London,wind-speed,720,0.5,28.5,8.2,520.34
07/09/2020,GB,London,wind-speed,637,0.1,13.6,3.2,135.86
21/09/2020,GB,London,wind-speed,585,0.1,5,1.8,17.6
22/09/2020,GB,London,wind-speed,575,0.1,17.6,3.5,174.22
23/09/2020,GB,London,wind-speed,726,0.2,13.1,4.2,128.28
18/08/2020,GB,London,wind-speed,674,0.1,14.5,4.1,150.75
22/08/2020,GB,London,wind-speed,744,1,20.5,6.7,298.29
20/09/2020,GB,London,wind-speed,743,0.1,11.8,4.6,81.81
01/07/2020,GB,London,wind-speed,756,0.2,14.5,4.6,143.44
13/07/2020,GB,London,wind-speed,607,0.1,13.7,4,117.7
15/07/2020,GB,London,wind-speed,660,0.1,10.7,4,74.04
28/07/2020,GB,London,wind-speed,737,0.2,16.5,5.6,165.73
20/08/2020,GB,London,wind-speed,699,0.1,17,4.8,210.99
29/08/2020,GB,London,wind-speed,736,0.5,17.8,9.7,249.81
25/09/2020,GB,London,wind-speed,734,0.1,25.7,8.2,525.63
03/07/2020,GB,London,wind-speed,713,0.1,20,6.6,329.3
22/07/2020,GB,London,wind-speed,640,0.1,12,3.6,76.67
26/07/2020,GB,London,wind-speed,727,0.1,15.5,3.5,154.78
31/07/2020,GB,London,wind-speed,716,0.1,17.6,4,211.89
02/09/2020,GB,London,wind-speed,652,0.1,12.5,3,86.37
05/09/2020,GB,London,wind-speed,641,0.1,11.6,3.8,91.89
07/07/2020,GB,London,wind-speed,627,0.1,14.5,3.3,118.54
12/08/2020,GB,London,wind-speed,620,0.1,16,3,76
13/08/2020,GB,London,wind-speed,648,0.1,11.3,3.1,58.9
18/09/2020,GB,London,wind-speed,743,0.1,18.3,6.1,143.46
28/09/2020,GB,London,wind-speed,691,0.2,10.8,3.8,66.73
30/09/2020,GB,London,wind-speed,619,0.1,16,3.6,161.78
01/10/2020,GB,London,wind-speed,680,0.1,9.5,3,70.19
27/09/2020,GB,London,wind-speed,767,0.3,15.6,6.3,232.96
30/06/2020,GB,London,wind-speed,768,0.5,14.2,4.1,120.38
04/07/2020,GB,London,wind-speed,744,1.1,18,6.3,278.34
23/08/2020,GB,London,wind-speed,720,1.2,14.7,5.7,132.28
03/09/2020,GB,London,wind-speed,731,0.2,16,4.6,90.1
06/09/2020,GB,London,wind-speed,568,0.1,8.8,3,42.18
10/09/2020,GB,London,wind-speed,647,0.1,6.8,2,27.64
17/09/2020,GB,London,wind-speed,764,0.1,14.5,5.7,110.84
08/07/2020,GB,London,wind-speed,681,0.1,10.2,2.4,88.09
06/08/2020,GB,London,wind-speed,600,0.1,11,2.8,95.43
24/09/2020,GB,London,wind-speed,665,0.1,16.8,3.5,139.99
04/08/2020,GB,London,wind-speed,601,0.1,15.7,2.4,226.99
05/08/2020,GB,London,wind-speed,716,0.1,18.5,4.1,273.78
17/08/2020,GB,London,wind-speed,591,0.1,11.7,2.6,84.45
26/09/2020,GB,London,wind-speed,750,0.2,18.5,9.4,240.12
14/09/2020,GB,London,wind-speed,563,0.1,7.8,2.5,51.37
12/07/2020,GB,London,wind-speed,613,0.1,10,1.8,43.22
19/07/2020,GB,London,wind-speed,686,0.1,9.2,3.7,59.2
24/07/2020,GB,London,wind-speed,744,0.3,13.7,3.6,117.8
01/08/2020,GB,London,wind-speed,730,0.1,13.5,3.7,153.69
14/08/2020,GB,London,wind-speed,652,0.1,8.2,2.9,52.41
15/08/2020,GB,London,wind-speed,588,0.1,7.7,2.3,30.7
28/08/2020,GB,London,wind-speed,642,0.1,16.7,3.8,175.48
09/07/2020,GB,London,wind-gust,624,1.4,20.7,7.8,290.64
23/08/2020,GB,London,wind-gust,605,6,26.2,11.3,268.12
25/08/2020,GB,London,wind-gust,684,3,43,15.9,1036.03
16/09/2020,GB,London,wind-gust,614,0.2,24,10.8,379.76
26/09/2020,GB,London,wind-gust,673,5,30.3,18.8,439.25
05/07/2020,GB,London,wind-gust,684,3.7,37,17.7,707.73
24/07/2020,GB,London,wind-gust,624,2,20,7.4,221.12
29/07/2020,GB,London,wind-gust,617,0.1,17,5.8,188.62
04/08/2020,GB,London,wind-gust,508,0.2,25,7.4,461.07
06/08/2020,GB,London,wind-gust,564,0.5,17.7,5.2,189.19
04/10/2020,GB,London,wind-gust,662,0.5,27.1,9.7,481.9
26/08/2020,GB,London,wind-gust,599,0.3,37.7,16.2,627.62
18/09/2020,GB,London,wind-gust,646,0.1,28.1,13.1,414.23
07/07/2020,GB,London,wind-gust,592,0.1,22,6.5,308.59
10/08/2020,GB,London,wind-gust,492,0.2,17.5,8.6,199.43
20/08/2020,GB,London,wind-gust,627,0.2,26.7,9.2,448.45
20/09/2020,GB,London,wind-gust,642,0.7,19,10.6,204.81
24/09/2020,GB,London,wind-gust,632,0.2,29,7.9,354.53
22/08/2020,GB,London,wind-gust,634,6,31.7,12.9,552.92
28/08/2020,GB,London,wind-gust,607,0.1,25.7,8,437.71
06/09/2020,GB,London,wind-gust,572,0.2,15.5,5.8,139.73
14/09/2020,GB,London,wind-gust,508,0.1,12.5,5.2,143.52
28/09/2020,GB,London,wind-gust,628,0.3,16.1,8.1,158.07
01/07/2020,GB,London,wind-gust,624,3,23.2,9.6,321.38
03/07/2020,GB,London,wind-gust,632,1.6,32,11.7,666.32
03/08/2020,GB,London,wind-gust,628,0.5,18.5,7.8,205.91
05/08/2020,GB,London,wind-gust,596,0.7,26.5,10.1,494.84
01/09/2020,GB,London,wind-gust,494,0.1,10.5,4,82.52
04/09/2020,GB,London,wind-gust,592,0.1,12.5,5.6,96.95
05/09/2020,GB,London,wind-gust,567,0.1,19,8,263.13
07/09/2020,GB,London,wind-gust,563,0.2,21.3,7.6,338.16
11/09/2020,GB,London,wind-gust,518,0.1,22.5,6.6,321.51
22/09/2020,GB,London,wind-gust,526,0.6,24.1,6.6,379.99
02/10/2020,GB,London,wind-gust,653,1.4,37,12.6,664.43
07/08/2020,GB,London,wind-gust,358,0.1,21.2,5.7,235.52
08/08/2020,GB,London,wind-gust,468,0.1,19,8.8,239.08
09/08/2020,GB,London,wind-gust,624,1.1,19.2,10,165.71
30/08/2020,GB,London,wind-gust,643,0.4,26.2,12.4,405.02
29/09/2020,GB,London,wind-gust,516,0.1,15,5.5,161.99
06/07/2020,GB,London,wind-gust,629,1.1,25.7,12.8,304.61
13/07/2020,GB,London,wind-gust,577,0.1,22.2,7.7,320.33
18/07/2020,GB,London,wind-gust,615,0.1,20,8.2,230.77
27/08/2020,GB,London,wind-gust,542,0.1,17.5,7.2,200.59
21/09/2020,GB,London,wind-gust,533,0.3,11,4.2,57.56
25/09/2020,GB,London,wind-gust,692,0.7,40.1,16.9,1073.5
03/10/2020,GB,London,wind-gust,640,1.1,25.8,9.2,341.82
04/07/2020,GB,London,wind-gust,654,6,27.5,11.6,445.31
11/07/2020,GB,London,wind-gust,583,0.1,19.7,7.4,275.1
15/07/2020,GB,London,wind-gust,581,0.2,15.2,7.7,149.16
16/07/2020,GB,London,wind-gust,595,0.7,17.7,9.5,243.29
22/07/2020,GB,London,wind-gust,537,0.4,19.7,7.1,219.61
27/07/2020,GB,London,wind-gust,654,2,29.7,11.1,450.23
16/08/2020,GB,London,wind-gust,551,0.2,13,3.4,88.31
01/10/2020,GB,London,wind-gust,621,0.1,16.5,5.7,158.66
23/07/2020,GB,London,wind-gust,599,0.1,22.2,7.5,364.66
11/08/2020,GB,London,wind-gust,521,0.1,12.3,4.3,100
24/08/2020,GB,London,wind-gust,624,0.4,15.5,7.5,149.69
27/09/2020,GB,London,wind-gust,698,3,29.8,14.3,480.89
10/07/2020,GB,London,wind-gust,624,1,22,10.9,296.39
20/07/2020,GB,London,wind-gust,630,0.2,16,8,185.11
28/07/2020,GB,London,wind-gust,624,0.8,25,11.8,343.71
