date, pm25, pm10, o3, no2, so2, co
2014/2/26, 64, 25, 21, 51, 6, 2
2014/2/27, 59, 18, 15, 50, 6, 1
2014/2/28, 52, 32, 15, 40, 7, 2
2014/3/1, 79, 20, 26, 32, 7, 1
2014/3/2, 52, 18, 22, 55, 8, 2
2014/3/3, 51, 36, 11, 64, 9, 4
2014/3/4, 85, 45, 14, 62, 8, 5
2014/3/5, 98, 34, 27, 49, 5, 5
2014/3/6, 76, 29, 18, 47, 5, 6
2014/3/7, 69, , 24, 21, 1, 
2014/3/9, 94, 32, 27, 42, 2, 3
2014/3/10, 77, 29, 26, 25, , 2
2014/3/11, 61, 47, 9, 39, 3, 4
2014/3/12, 109, 63, 17, 50, 3, 4
2014/3/13, 151, 69, 19, 58, 7, 4
2014/3/14, 160, 25, 29, 26, 3, 1
2014/3/15, 65, 21, 31, 28, 4, 1
2014/3/16, 57, 32, 17, 38, 6, 2
2014/3/17, 78, 26, 25, 37, 6, 2
2014/3/18, 63, 33, 24, 44, 6, 5
2014/3/19, 70, 32, 32, 34, 4, 3
2014/3/20, 69, 25, 30, 47, 6, 7
2014/3/21, 57, 16, 33, 28, 4, 7
2014/3/22, 38, 15, 31, 27, 3, 6
2014/3/23, 38, 22, 28, 45, 4, 7
2014/3/24, 58, 25, 26, 47, 3, 4
2014/3/25, 65, 26, 21, 48, 3, 3
2014/3/26, 68, 34, 19, 48, 4, 2
2014/3/27, 86, 54, 15, 45, 4, 3
2014/3/28, 137, 52, 31, 38, 4, 3
2014/3/29, 132, 45, 29, 44, 4, 4
2014/3/30, 113, 34, 27, 49, 4, 3
2014/3/31, 82, 45, 17, 50, 6, 4
2020/3/31, , 18, 31, 22, 4, 5
2019/12/31, , 41, 10, 30, 1, 6
2018/12/31, , 15, 23, 21, , 7
2017/9/7, , 5, 19, 13, 2, 4
2015/12/31, , 27, 17, 38, 6, 4
2015/4/8, , 59, 23, 64, 3, 4
2014/12/31, , 28, 24, 19, 3, 3
2014/8/10, , 19, 21, 42, 6, 6
2013/12/31, , 16, 29, 23, 6, 4
2014/3/8, , 42, 28, 29, 2, 5
